Contact	NrofDelivered
500	1.3793103448275863
1000	7.975460122699387
1500	9.347826086956522
2000	7.216494845360824
2500	17.357001972386588
3000	27.426955702167767
3500	34.901222953904046
4000	41.33891213389121
4500	43.787425149700596
5000	42.18009478672986
5500	35.887949260042284
6000	38.81373569198751
6500	39.64929371651242
7000	38.81818181818182
7500	39.28724774581365
8000	43.92917369308601
8500	44.229217110573046
9000	41.52273528375044
9500	43.64754098360656
10000	44.01443096097081
10500	43.46868114573497
11000	45.09621353196772
11500	45.81969651889319
12000	45.48829240434038
12500	41.807044410413475
13000	42.182088075210295
13500	44.319569997556805
14000	45.39426947667535
14500	46.051116739580934
15000	47.09913202375514
15500	47.04837993786063
16000	43.776563448694596
16500	44.54062561479441
17000	45.14076359429232
17500	46.92160611854684
18000	47.67333208746029
18500	48.01263001485884
19000	48.319098673450846
19500	48.973712639539066
20000	47.28148657949071
20500	47.23626558813617
21000	48.01207851031706
21500	47.57410167246233
22000	48.75082182774491
22500	49.52474598492297
23000	49.70995810505962
23500	49.90473166084472
24000	50.360162856248046
24500	50.842433697347886
25000	50.67360685854256
25500	48.84626478223248
26000	49.9641165494474
26500	49.922327354893376
27000	50.6108692599354
27500	50.91009376723662
28000	51.11382776419451
28500	51.3184584178499
29000	50.798296966471526
29500	50.375355940978515
30000	49.69147462536205
30500	51.793778223783235
31000	52.59351620947631
31500	53.39913633559531
32000	54.28817521840777
32500	53.86854232355082
33000	54.28536938676968
33500	54.04696626534747
34000	54.36616371628846
34500	54.0632318501171
35000	53.94100023046785
35500	52.86702365015618
36000	53.79655364091162
36500	53.92221489782465
37000	54.473770671339395
37500	54.23692174664937
38000	54.844606946983546
38500	53.9461272403312
39000	53.71534576934969
39500	53.10524731614328
40000	53.98779145401781
40500	54.12207689258819
41000	54.93680884676145
41500	55.19211822660098
42000	55.21675596687774
42500	55.581463130282714
43000	55.3142417835864
43500	55.496980734208755
44000	55.15047944555207
44500	55.28332229684987
45000	54.069981583793734
45500	54.2997542997543
46000	54.98547039593171
46500	54.97212731523108
47000	55.382131324004305
47500	55.122385402759235
48000	55.11142553944111
48500	52.45518966235932
49000	53.21078023623357
49500	53.82522671063479
50000	54.423504238334296
50500	54.876345411223404
51000	54.872588129935686
51500	55.0617484562886
52000	54.86782720825274
52500	55.016493684125834
53000	55.225557874458175
53500	55.13187162376867
54000	54.862529457973295
54500	54.49046067938576
55000	54.60693153000845
55500	54.805115246190375
56000	55.216168984119754
56500	55.29953917050692
57000	55.61987820464627
57500	55.74902431702191
58000	55.43736983040761
58500	55.599228715514684
59000	55.404411764705884
59500	54.98036934709902
60000	54.54025862684861
60500	55.028151949255225
61000	55.06110051564597
61500	55.098591549295776
62000	55.03214984623986
62500	54.916782246879336
63000	54.53922106417992
63500	53.334219799215475
64000	52.46350364963504
64500	47.15588867584684
65000	46.777142857142856
65500	45.7354895879486
66000	45.82395255614738
66500	45.48062351158259
67000	45.41210560206053
67500	44.3755212677231
68000	44.388548905715176
68500	44.228501102507565
69000	44.197292069632496
69500	43.55712368931074
70000	43.48382020261631
70500	43.57686305111198
71000	43.752725158664795
71500	43.16488730723606
72000	43.32328844523967
72500	43.36419035214216
73000	43.63224972294052
73500	43.10930074677529
74000	43.34457181389077
74500	43.360421503839966
75000	43.627820382109135
75500	43.18417863943223
76000	43.338635484287
76500	43.17438749946923
77000	42.54766031195841
77500	42.783948846169615
78000	42.8780905054784
78500	43.10994128366066
79000	42.614337459698284
79500	42.716909436352125
80000	42.88356353047653
80500	43.130577736026304
81000	43.03018500486855
81500	42.54757073394846
82000	42.644540022075894
82500	42.672364887863544
83000	42.75463049930496
83500	42.21935483870968
84000	42.13811227096868
84500	42.2175458965242
85000	42.19184012120775
85500	41.75691510137414

