Contact	Overhead
500	 44.0
1000	 25.941176470588236
1500	 20.147058823529413
2000	 22.822222222222223
2500	 11.793859649122806
3000	 10.771428571428572
3500	 10.06997084548105
4000	 9.54066985645933
4500	 9.3
5000	 9.382178217821782
5500	 9.692167577413478
6000	 9.766169154228855
6500	 9.863777089783282
7000	 9.810771470160116
7500	 9.990291262135923
8000	 10.477302204928664
8500	 10.865482233502538
9000	 10.974483596597812
9500	 11.44811858608894
10000	 11.674444444444445
10500	 11.575135135135135
11000	 11.482830385015609
11500	 11.506958250497018
12000	 11.394837476099426
12500	 11.786434463794684
13000	 11.88770053475936
13500	 12.032843560933449
14000	 12.299081035923141
14500	 12.311541565778853
15000	 12.206923682140047
15500	 12.210161662817551
16000	 12.187824795842614
16500	 12.456352022711142
17000	 12.455687369155617
17500	 12.543596730245232
18000	 12.463576158940397
18500	 12.515748031496063
19000	 12.520153550863723
19500	 12.388125
20000	 12.414153846153846
20500	 12.590361445783133
21000	 12.513625592417062
21500	 12.514437242192104
22000	 12.478135788262371
22500	 12.353837471783295
23000	 12.242809734513274
23500	 12.301526717557252
24000	 12.312733084709643
24500	 12.153284671532846
25000	 12.100307062436029
25500	 12.201995012468828
26000	 12.387334315169367
26500	 12.417357386640663
27000	 12.439597315436242
27500	 12.473684210526315
28000	 12.41124535315985
28500	 12.449054863992624
29000	 12.488797439414723
29500	 12.428635346756153
30000	 12.495590828924163
30500	 12.314056563951034
31000	 12.173930921052632
31500	 12.122432541280709
32000	 11.915880503144654
32500	 11.94030433086227
33000	 11.872594303310239
33500	 11.870060790273556
34000	 11.833333333333334
34500	 11.834451901565995
35000	 11.779779411764705
35500	 11.9920116194626
36000	 11.938434163701068
36500	 11.950952717007763
37000	 11.967414155571129
37500	 12.023385689354276
38000	 11.946717084908903
38500	 12.006120367222033
39000	 11.99765100671141
39500	 12.155680688969857
40000	 12.172920065252855
40500	 12.097969706735418
41000	 12.096239643084767
41500	 12.049335863377609
42000	 12.059247648902822
42500	 12.003416149068324
43000	 11.985208012326657
43500	 11.960916030534351
44000	 11.94949802251293
44500	 11.905921250375714
45000	 11.960467205750225
45500	 12.08849557522124
46000	 12.083772700644406
46500	 12.036564132327337
47000	 11.95389461626575
47500	 11.926189797663152
48000	 11.932447710570944
48500	 12.257110987172338
49000	 12.23288424525708
49500	 12.26930422919509
50000	 12.223361208524413
50500	 12.201822567676226
51000	 12.209252858282373
51500	 12.181770145310436
52000	 12.177444794952681
52500	 12.171727748691099
53000	 12.129485179407176
53500	 12.151123740635494
54000	 12.1262185736275
54500	 12.173458991339785
55000	 12.240927419354838
55500	 12.23290758827949
56000	 12.144337527757218
56500	 12.127268268759195
57000	 12.06795646916566
57500	 11.997841208923003
58000	 12.00406115623507
58500	 12.007356430944471
59000	 12.008720245109592
59500	 12.065130496120386
60000	 12.101797805276675
60500	 12.126101066295782
61000	 12.09072117593018
61500	 12.089269406392694
62000	 12.082464884458542
62500	 12.04817649707339
63000	 12.106263982102908
63500	 12.208805870580386
64000	 12.226198365363375
64500	 12.472810657348766
65000	 12.513606911447084
65500	 12.560725720384205
66000	 12.597427245887811
66500	 12.655237298766465
67000	 12.65673494723774
67500	 12.763883175647882
68000	 12.780110046871815
68500	 12.821652191476469
69000	 12.842041800643086
69500	 12.904382470119522
70000	 12.923167848699764
70500	 12.939855496973248
71000	 12.894178874325366
71500	 12.99026160015276
72000	 12.997544853635505
72500	 13.034114339268978
73000	 13.024471635150167
73500	 13.081314243759177
74000	 13.14584469903619
74500	 13.130419140133117
75000	 13.114464285714286
75500	 13.166079605494893
76000	 13.176173913043478
76500	 13.20855614973262
77000	 13.253581173260573
77500	 13.310530749789384
78000	 13.338798728459093
78500	 13.314181335104616
79000	 13.361134003626175
79500	 13.365689965624489
80000	 13.349675324675324
80500	 13.318817290695806
81000	 13.291220214297137
81500	 13.333704115684094
82000	 13.382116385428166
82500	 13.386121553884712
83000	 13.369754429592788
83500	 13.385410240592227
84000	 13.448101653398652
84500	 13.44447820142792
85000	 13.450627551791925
85500	 13.469801682692308

